Beer name,Beer style,Beer ABV,Brewery name,Island,Booth,Additional taprooms,Region,Actual location,Website
Queen of the Karens,"Fresh Hop, Imperial India Pale and Imperial Red Ales",4.8,Black Market Brewing Co.,14,11,"","Pacific (CA, HI)","Temecula, California, United States",http://blackmarketbrew.com
Gold,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.4,Black Market Brewing Co.,14,11,"","Pacific (CA, HI)","Temecula, California, United States",http://blackmarketbrew.com
Neapolitan,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.4,Black Market Brewing Co.,14,11,"","Pacific (CA, HI)","Temecula, California, United States",http://blackmarketbrew.com
Aftermath,American and English India Pale Ales,5.8,Black Market Brewing Co.,14,11,"","Pacific (CA, HI)","Temecula, California, United States",http://blackmarketbrew.com
Black Cliffs,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",7.5,Boise Brewing,1,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Boise, Idaho, United States",
Jagged Shard,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.5,Boise Brewing,1,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Boise, Idaho, United States",
She'll Be Right,Pales Ales and Strong Pale Ales,5.5,Boise Brewing,1,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Boise, Idaho, United States",
Ono,Fruit & Fruit Wheat Beers,5.0,Boise Brewing,1,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Boise, Idaho, United States",
Jolene,Fruit & Fruit Wheat Beers,5.0,Boise Brewing,1,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Boise, Idaho, United States",
Bent Barley IPA,American and English India Pale Ales,6.9,Bent Barley Brewing Company,11,19,"",Meet the Brewer,"Aurora, Colorado, United States",
This Beer Tastes Funny,"Rye, Herb & Spice Beers",5.1,Bent Barley Brewing Company,11,19,"",Meet the Brewer,"Aurora, Colorado, United States",
Rye Pale Ale,"Rye, Herb & Spice Beers",6.5,Bent Barley Brewing Company,11,19,"",Meet the Brewer,"Aurora, Colorado, United States",
Chile Honey Kolsch,"Rye, Herb & Spice Beers",5.5,Bent Barley Brewing Company,11,19,"",Meet the Brewer,"Aurora, Colorado, United States",
Session IPA,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Bent Barley Brewing Company,11,19,"",Meet the Brewer,"Aurora, Colorado, United States",
Mocha Hipster Bomb,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.4,Quarter Celtic Brewpub,16,16,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",quartercelticbrewpub.com
Capri-derosen,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.57,Quarter Celtic Brewpub,16,16,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",quartercelticbrewpub.com
Crimson Lass Irish Red,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",4.8,Quarter Celtic Brewpub,16,16,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",quartercelticbrewpub.com
Irish Handcuffs,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",12.57,Quarter Celtic Brewpub,16,16,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",quartercelticbrewpub.com
Kill or be Kilt,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",8.4,Quarter Celtic Brewpub,16,16,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",quartercelticbrewpub.com
Capri-derosen,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.57,Quarter Celtic Brewpub,16,16,Heavy Medal Taproom,"Southwest (AZ, NM,TX)","Albuquerque, New Mexico, United States",quartercelticbrewpub.com
Breakside IPA,American and English India Pale Ales,6.5,Breakside Brewery + Taproom,4,22,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Milwaukie, Oregon, United States",
Breakside White,Belgian-Style Ales,5.0,Breakside Brewery + Taproom,4,22,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Milwaukie, Oregon, United States",
Breakside Finders Keepers,Wood and Barrel-aged beers,12.5,Breakside Brewery + Taproom,4,22,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Milwaukie, Oregon, United States",
Breakside I Purple You,Fruit & Fruit Wheat Beers,5.5,Breakside Brewery + Taproom,4,22,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Milwaukie, Oregon, United States",
Breakside Wanderjack,American and English India Pale Ales,7.0,Breakside Brewery + Taproom,4,22,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Milwaukie, Oregon, United States",
Breakside Passionfruit Sour Ale,"Sour Ales, Brett Beers & Lambics",5.0,Breakside Brewery + Taproom,4,22,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Milwaukie, Oregon, United States",
Brew Free! or Die Blood Orange IPA,American and English India Pale Ales,7.0,21st Amendment Brewery - San Leandro,14,3,"","Pacific (CA, HI)","San Leandro, California, United States",
Hell or High Mango,Fruit & Fruit Wheat Beers,4.9,21st Amendment Brewery - San Leandro,14,3,"","Pacific (CA, HI)","San Leandro, California, United States",
Tall Hat,"Fresh Hop, Imperial India Pale and Imperial Red Ales",9.0,21st Amendment Brewery - San Leandro,14,3,"","Pacific (CA, HI)","San Leandro, California, United States",
El Sully,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,21st Amendment Brewery - San Leandro,14,3,"","Pacific (CA, HI)","San Leandro, California, United States",
African Amber,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.8,Mac & Jacks Brewery Inc.,5,6,"","Pacific Northwest (OR, WA, AK)","Remond, Washington, United States",
Serengeti Wheat,Wheat Beers: American & German-Style,5.1,Mac & Jacks Brewery Inc.,5,6,"","Pacific Northwest (OR, WA, AK)","Remond, Washington, United States",
Resolution IPA,American and English India Pale Ales,6.8,Mac & Jacks Brewery Inc.,5,6,"","Pacific Northwest (OR, WA, AK)","Remond, Washington, United States",
Logboom Pale Ale,Pales Ales and Strong Pale Ales,5.3,Mac & Jacks Brewery Inc.,5,6,"","Pacific Northwest (OR, WA, AK)","Remond, Washington, United States",
Marty Time!,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Mac & Jacks Brewery Inc.,5,6,"","Pacific Northwest (OR, WA, AK)","Remond, Washington, United States",
Chuckanut Pilsner,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Chuckanut Brewery,4,23,"","Pacific Northwest (OR, WA, AK)","Burlington, Washington, United States",
Chuckanut Kolsch,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Chuckanut Brewery,4,23,"","Pacific Northwest (OR, WA, AK)","Burlington, Washington, United States",
Chuckanut Chuck Light,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",3.8,Chuckanut Brewery,4,23,"","Pacific Northwest (OR, WA, AK)","Burlington, Washington, United States",
Chuckanut Dunkel,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.0,Chuckanut Brewery,4,23,"","Pacific Northwest (OR, WA, AK)","Burlington, Washington, United States",
Chuckanut Japanese Style Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Chuckanut Brewery,4,23,"","Pacific Northwest (OR, WA, AK)","Burlington, Washington, United States",
Pina Colada Smootie,Experimental Beers,105.0,Bearded Brewer Artisan Ales,1,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Omaha, Colorado, United States",www.beardedbreweraa.com
Blue Berry Cotton and Candy,"Sour Ales, Brett Beers & Lambics",7.1,Bearded Brewer Artisan Ales,1,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Omaha, Colorado, United States",www.beardedbreweraa.com
The GABF Ride ,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",11.75,Bearded Brewer Artisan Ales,1,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Omaha, Colorado, United States",www.beardedbreweraa.com
GABF Beardtoberfest,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",6.1,Bearded Brewer Artisan Ales,1,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Omaha, Colorado, United States",www.beardedbreweraa.com
Make IPAs Great Again,"Fresh Hop, Imperial India Pale and Imperial Red Ales",8.7,Bearded Brewer Artisan Ales,1,7,"","Mountain (CO,UT,NV,ID,WY,MT)","Omaha, Colorado, United States",www.beardedbreweraa.com
Mother's Milk,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",5.0,Keegan Ales,11,9,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Kingston, New York, United States",
Hurricane Kitty,American and English India Pale Ales,6.0,Keegan Ales,11,9,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Kingston, New York, United States",
Breakside Jaromir Lagr,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Breakside Brewery,4,21,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Breakside Dunkel,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.4,Breakside Brewery,4,21,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Breakside Are You Afraid of the Dark?,Wood and Barrel-aged beers,13.3,Breakside Brewery,4,21,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Breakside Fresh Hop Wanderlust,"Fresh Hop, Imperial India Pale and Imperial Red Ales",6.4,Breakside Brewery,4,21,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Breakside LIFE,"Scotch Ales, Old Ales, Strong Ales and Barley wine ales",9.0,Breakside Brewery,4,21,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Certified Juicy IPA ,American and English India Pale Ales,7.1,Odell Brewing Company Five Points Brewhouse,3,4,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Five Points Pils ,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Odell Brewing Company Five Points Brewhouse,3,4,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
HRC Hazy IPA ,American and English India Pale Ales,5.6,Odell Brewing Company Five Points Brewhouse,3,4,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
"Something Borrowed, Something Brewed Coffee Sour ","Sour Ales, Brett Beers & Lambics",5.9,Odell Brewing Company Five Points Brewhouse,3,4,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Guava Gose ,"Sour Ales, Brett Beers & Lambics",5.6,Odell Brewing Company Five Points Brewhouse,3,4,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Bier Ovale,"Sour Ales, Brett Beers & Lambics",4.7,Our Mutual Friend Brewing Company,3,7,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Inner Light,Pales Ales and Strong Pale Ales,6.1,Our Mutual Friend Brewing Company,3,7,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Moneta,"Rye, Herb & Spice Beers",4.8,Our Mutual Friend Brewing Company,3,7,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Super Blue,"Sour Ales, Brett Beers & Lambics",7.6,Our Mutual Friend Brewing Company,3,7,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
The Consul,"Sour Ales, Brett Beers & Lambics",4.8,Our Mutual Friend Brewing Company,3,7,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Biere Ovale,"Sour Ales, Brett Beers & Lambics",4.7,Our Mutual Friend Brewing Company,3,7,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",
Hound Dog,Wheat Beers: American & German-Style,5.0,Soul & Spirits Brewery,13,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
Hoochie Coochie,American and English India Pale Ales,7.1,Soul & Spirits Brewery,13,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
Danke,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.9,Soul & Spirits Brewery,13,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
Folsom Pilsner Blues,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Soul & Spirits Brewery,13,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
Smoke Stack,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.7,Soul & Spirits Brewery,13,17,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Memphis, Tennessee, United States",
Dark Helmet ,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",10.0,Odell Brewing Company Sloan's Lake Brewhouse,3,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Fort Collins, Colorado, United States",
Danté Mexican Lager ,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Odell Brewing Company Sloan's Lake Brewhouse,3,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Fort Collins, Colorado, United States",
Shadows of Tomorrow IPA ,American and English India Pale Ales,5.2,Odell Brewing Company Sloan's Lake Brewhouse,3,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Fort Collins, Colorado, United States",
Swagmaster IPA ,American and English India Pale Ales,7.0,Odell Brewing Company Sloan's Lake Brewhouse,3,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Fort Collins, Colorado, United States",
Welcome To Dry Hopped Kettle Sour ,"Sour Ales, Brett Beers & Lambics",6.0,Odell Brewing Company Sloan's Lake Brewhouse,3,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Fort Collins, Colorado, United States",
Great American Restaurants Octoberfest Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.9,Great American Restaurants - Sweetwater Tavern,6,8,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Centreville, Virginia, United States",https://sweetwatertavern.pub/
Aces High IPA,American and English India Pale Ales,6.6,Great American Restaurants - Sweetwater Tavern,6,8,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Centreville, Virginia, United States",https://sweetwatertavern.pub/
Crazy Jackass Ale,"Rye, Herb & Spice Beers",5.8,Great American Restaurants - Sweetwater Tavern,6,8,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Centreville, Virginia, United States",https://sweetwatertavern.pub/
Wit's End Ale,Belgian-Style Ales,5.4,Great American Restaurants - Sweetwater Tavern,6,8,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Centreville, Virginia, United States",https://sweetwatertavern.pub/
Kissing Bull Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.1,Great American Restaurants - Sweetwater Tavern,6,8,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Centreville, Virginia, United States",https://sweetwatertavern.pub/
Wibby Jibby,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.5,Wibby Brewing,12,2,Heavy Medal Taproom,Meet the Brewer,"Longmont, Colorado, United States",www.wibbybrewing.com
Lightshine Helles,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Wibby Brewing,12,2,Heavy Medal Taproom,Meet the Brewer,"Longmont, Colorado, United States",www.wibbybrewing.com
Volksbier Vienna,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.5,Wibby Brewing,12,2,Heavy Medal Taproom,Meet the Brewer,"Longmont, Colorado, United States",www.wibbybrewing.com
Moondoor Dunkel,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.5,Wibby Brewing,12,2,Heavy Medal Taproom,Meet the Brewer,"Longmont, Colorado, United States",www.wibbybrewing.com
Wibtoberfest,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.5,Wibby Brewing,12,2,Heavy Medal Taproom,Meet the Brewer,"Longmont, Colorado, United States",www.wibbybrewing.com
Volksbier Vienna,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.5,Wibby Brewing,12,2,Heavy Medal Taproom,Meet the Brewer,"Longmont, Colorado, United States",www.wibbybrewing.com
Moondoor Dunkel,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.5,Wibby Brewing,12,2,Heavy Medal Taproom,Meet the Brewer,"Longmont, Colorado, United States",www.wibbybrewing.com
Coconut Porter,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.2,Narrow Path Brewing Company,10,5,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Loveland, Ohio, United States",www.narrowpathbrewing.com
Prickly Pear Gose,Fruit & Fruit Wheat Beers,4.0,Narrow Path Brewing Company,10,5,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Loveland, Ohio, United States",www.narrowpathbrewing.com
Brews Traveler,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",7.2,Narrow Path Brewing Company,10,5,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Loveland, Ohio, United States",www.narrowpathbrewing.com
Partially Redacted,Fruit & Fruit Wheat Beers,4.0,Narrow Path Brewing Company,10,5,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Loveland, Ohio, United States",www.narrowpathbrewing.com
Mello PBK,"Sour Ales, Brett Beers & Lambics",7.9,Four Sons Brewing,15,3,"","Pacific (CA, HI)","Huntington Beach, California, United States",
Blue Raz Lemonade Seltzer,Hard Seltzers/ Hard Sodas,5.0,Four Sons Brewing,15,3,"","Pacific (CA, HI)","Huntington Beach, California, United States",
Avenged Sevenfold - Life is But a Dream,Pales Ales and Strong Pale Ales,8.0,Four Sons Brewing,15,3,"","Pacific (CA, HI)","Huntington Beach, California, United States",
Cookies & Cream Imperial Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",13.9,Four Sons Brewing,15,3,"","Pacific (CA, HI)","Huntington Beach, California, United States",
Avenged Sevenfold - Life Is But A Dream.,American and English India Pale Ales,8.0,Four Sons Brewing (Production),15,4,"","Pacific (CA, HI)","Huntington Beach, California, United States",
Mello PB&K,"Sour Ales, Brett Beers & Lambics",7.9,Four Sons Brewing (Production),15,4,"","Pacific (CA, HI)","Huntington Beach, California, United States",
Blue Razz Lemonade Hard Seltzer,Hard Seltzers/ Hard Sodas,5.0,Four Sons Brewing (Production),15,4,"","Pacific (CA, HI)","Huntington Beach, California, United States",
Cookies & Cream Imperial Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",13.9,Four Sons Brewing (Production),15,4,"","Pacific (CA, HI)","Huntington Beach, California, United States",
Standing Ovation Vienna Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,LUKI Brewery,2,19,"","Mountain (CO,UT,NV,ID,WY,MT)","ARVADA, Colorado, United States",www.lukibrew.com
Lazy Songbird,"Bock, Maibock, Doppelbock & Eisbock Lagers",7.4,LUKI Brewery,2,19,"","Mountain (CO,UT,NV,ID,WY,MT)","ARVADA, Colorado, United States",www.lukibrew.com
Cheeky Weasel,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.8,LUKI Brewery,2,19,"","Mountain (CO,UT,NV,ID,WY,MT)","ARVADA, Colorado, United States",www.lukibrew.com
Purple Cobras,American and English India Pale Ales,7.1,LUKI Brewery,2,19,"","Mountain (CO,UT,NV,ID,WY,MT)","ARVADA, Colorado, United States",www.lukibrew.com
Hop Shuffling Hazy,American and English India Pale Ales,7.2,LUKI Brewery,2,19,"","Mountain (CO,UT,NV,ID,WY,MT)","ARVADA, Colorado, United States",www.lukibrew.com
Pils,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.9,Von Ebert Brewing - Pearl,5,13,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Volatile Substance,American and English India Pale Ales,6.9,Von Ebert Brewing - Pearl,5,13,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Vienna Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.6,Von Ebert Brewing - Pearl,5,13,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Waning Echoes,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.7,Von Ebert Brewing - Pearl,5,13,Heavy Medal Taproom,"Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
